ResponseID,StartDate,EndDate,Finished,isAppointer,isClaimant,isRespondent,isOutcome,isOrder,iiAppointer,iiClaimant,iiRespondent,iiOutcome,iiDamages,ConsentForm,InvestorStateSeen,isShareFeesRespondent,isClaimantReimbursesAll,isClaimantReimbursesSome,isSplitExpenses,isRespondentReimbursesSome,isRespondentReimbursesAll,isRespondentReimbursesAll2,isRespondentReimbursesSome2,isSplitExpenses2,isClaimantReimbursesSome2,isClaimantReimbursesAll2,isOpenEnded,iiShown,iiClaimantDamages,iiShareFeesRespondent,iiClaimantReimbursesAll,iiClaimantReimbursesSome,iiSplitExpenses,iiRespondentReimbursesSome,iiRespondentReimbursesAll,iiRespondentReimbursesAll2,iiRespondentReimbursesSome2,iiSplitExpenses2,iiClaimantReimbursesSome2,iiClaimantReimbursesAll2,iiOpenEnded,backgroundShown,genderMale,genderFemale,anyUS,anyCommon,anyCivil,employmentPrivate,employmentProfessor,employmentGovt,employmentOther,employmentCoded,educationCoded,educationAnswered,numArbitrations0,numArbitrations1Plus,isDisputeYes,isDisputeNo,randomizer,RowID,isReimbursement,isWinner,isAppointerSide,isReimbursementFolded,isSplit,isSome,isAll,isAny
R_1QTaKyXM38ueZG1,10/27/2015 19:13,10/27/2015 19:32,1,Blind,a high income economy,a low income economy,Claimant without legal merit,0,.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,"The pivotal factor in my judgment is that the claim was ""manifestly,"" i.e., plainly without merit.  In other words, it should never have been brought.  Under these circumstances, the respondent state should not have been put to the test of expending money on the arbitration and should, accordingly,  be held harmless from being compelled to do so.",1,2034040,100,0,0,1,0,0,NA,NA,NA,NA,NA,"The Claimant should be awarded what is in effect a stipulated amount of damages.  In agreeing upon a damages expert, the parties agreed, in effect, to accept the expert's determination.   As the prevailing party, the Claimant should also be awarded its costs of arbitration.  In the absence of some provision in the arbitration agreement of the parties, however, either expressly or by reference in a choice of law clause (I assume we are talking about two different emerging economy countries), each party should bear its own legal expenses.",1,1,0,1,1,0,0,0,0,1,Private,Bachelor's,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,473,1,Respondent,Blind,5,0,0,1,1
R_1QiNEfyOdSaHwgY,10/27/2015 13:14,10/27/2015 13:15,0,Claimant,a high income economy,a low income economy,Claimant without legal merit,1,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,474,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
R_1QgypbIpPuxJTqA,10/28/2015 11:21,10/28/2015 11:40,1,Respondent,a high income economy,a low income economy,Claimant without legal merit,1,by the respondent.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,20,0,1,0,0,0,0,0,0,1,0,Claimant's claims were found manifestly without legal merit. First reaction was that all costs should be charged to claimant. However the fact that a member of the tribunal porposed some compromise (and the consideration that not all fees are 100% justifiable always) recommends the 20% but no more.,1,NA,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,"There are not enough facts to decide on these issues, other than allocating 50% of the damages claimed by plaintiff, and 50% of all costs to each party (it is assumed that claimant's costs would be considerably higher than defendant's).",1,1,0,0,0,1,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,475,2,Respondent,Appointed by Winner,4,0,1,0,1
R_1QgfmPrRAbq0273,10/25/2015 16:11,10/25/2015 16:24,1,Respondent,a middle income economy,a low income economy,Claimant without legal merit,0,by the respondent.,Fortune 500 company,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,-99,0,0,1,0,0,NA,NA,NA,NA,NA,Despite a finding of no merit since the case does not say frivolous I see no reason for one party to bear all the expenses. This case does not discuss any attempts at mediation.,1,2034040,50,0,0,1,0,0,NA,NA,NA,NA,NA,There are no facts provided that cause me to conclude any party should receive arbitration expenses from the other.,1,1,0,1,1,0,0,0,0,1,Academic,Doctorate,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,476,3,Respondent,Appointed by Winner,3,1,0,0,0
R_1QfiEuoeg3wXe5l,10/25/2015 13:26,10/25/2015 13:27,0,Claimant,a middle income economy,a middle income economy,Outside jurisdiction,0,by the claimant.,Fortune 500 company,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,477,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
R_1qdZLDf2yo4YvRx,10/27/2015 16:40,10/27/2015 16:56,1,Claimant,a middle income economy,a middle income economy,Claimant wins,0,by the claimant.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,-99,0,0,1,0,0,NA,NA,NA,NA,NA,NA,1,1059307,71,0,0,0,1,0,NA,NA,NA,NA,NA,Due to causality principle.,1,1,0,0,0,1,1,0,0,0,Private,Doctorate,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,478,3,Claimant,Appointed by Winner,3,1,0,0,0
R_1qahuJhJXYUzz3v,10/27/2015 17:15,10/27/2015 17:48,1,Parties,a high income economy,a middle income economy,Claimant without legal merit,0,by the parties.,modest but growing local company in an emerging economy country,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,"The degree of reimbursement will depend on an assessment of the conduct of the parties during the proceeding and all the circumstances of the case.  Counsel may behave ethically and professionally, but still their behavior could be assessed comparatively.  The circumstances of the case may be such that, although the claim is manifestly without merit, the State's behavior may have reasonably led the claimant to consider that it had no realistic redress except through arbitration.",1,NA,100,NA,NA,NA,NA,NA,0,1,0,0,0,"I cannot answer the first question without studying the bases for each expert's calculation of damages.  However credible the experts might be, both cannot be right, and it is the tribunal's task to determine who is right and who is wrong conceptually, and if necessary to recalculate the damages on its own.  Assessing damages should not be a matter of horse trading within the tribunal or finding a compromise.  The costs of arbitration should be borne by the losing side, save exceptional circumstances.  The parties' expenses should be assessed according to the criteria discussed in the preceding answers.",1,1,0,1,1,1,0,0,0,1,Private,Master's,1,0,1,1,0,Investor-State Vignette|Investor-Investor Vignette,479,2,Respondent,Parties,4,0,1,0,1
R_1pzgh16PyW8HPdL,10/23/2015 16:59,10/23/2015 17:15,1,Respondent,a high income economy,a low income economy,Respondent wins,1,by the respondent.,modest but growing local company in an emerging economy country,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,100,0,1,0,0,0,0,0,0,1,0,The general principle is that the loser pays the reasonable costs of the winner. Respondent has one. It is unclear from the vignette whether all R's costs would be allowed and it is rare to award indemnity costs. Ultimately it will depend on the costs submissions.,1,-88,100,0,1,0,0,0,NA,NA,NA,NA,NA,It is rare that indemnity costs are justified. Winning party should get the costs and expenses which ar reasonable.,1,1,0,0,1,0,0,0,0,1,Private,Bachelor's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,481,2,Respondent,Appointed by Winner,4,0,1,0,1
R_1PUawoOfJnCaPvC,10/29/2015 5:57,10/29/2015 6:19,1,Blind,a middle income economy,a low income economy,Outside jurisdiction,0,.,Fortune 500 company,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,50,0,0,1,0,0,NA,NA,NA,NA,NA,"It seems to me that, there being no clear winner ot looser, there is no room for applying the principle ""costs follow the events""",1,2034040,100,NA,NA,NA,NA,NA,0,1,0,0,0,"Respondent should reimburse Claimnat's expenses on the basis of the principle ""cots follow the events"", but the Trinunal should ascertain that the reimbursement is limited to expenses considered ""reasonable""",1,1,0,0,0,1,0,1,0,0,Academic,Doctorate,1,0,1,1,0,Investor-State Vignette|Investor-Investor Vignette,482,3,Respondent,Blind,3,1,0,0,0
R_1pSUUlzvDtk3o2i,10/27/2015 8:53,10/27/2015 8:58,1,Blind,a high income economy,a middle income economy,Claimant without legal merit,1,.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,80,0,0,1,0,0,0,0,1,0,0,NA,1,2034040,80,NA,NA,NA,NA,NA,0,0,1,0,0,NA,1,1,0,0,0,1,0,0,0,1,Private,NA,1,1,0,0,1,Investor-Investor Vignette|Investor-State Vignette,484,3,Respondent,Blind,3,1,0,0,0
R_1PcUOXl2KGlT98B,10/24/2015 10:14,10/24/2015 13:48,0,Parties,a middle income economy,a low income economy,Outside jurisdiction,0,by the parties.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,485,NA,Respondent,Parties,NA,NA,NA,NA,NA
R_1PbMwwnYD7SbdAs,10/27/2015 20:42,10/27/2015 21:08,1,Parties,a middle income economy,a middle income economy,Outside jurisdiction,1,by the parties.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,-99,0,0,1,0,0,0,0,1,0,0,Assuming that neither party had argued for our against the tribunal's jurisdiction and that the decision on jurisdiction is a finding of the tribunal on its own accord then nether party should be penalised costs. It wild have been different of one of the parties had successfully argued that the tribunal had no jurisdiction.,1,1500000,79,NA,NA,NA,NA,NA,0,1,0,0,0,"As both experts are equally credible and counsels have behaved reasonably and ethically, it is unlikely that the damages suffered by a modest growth local company would be 4 times that computed by the expert of the Fortune 500 company. It is more likely that it would closer to that coloured by the expert from the Respondent. But it is also equally likely that the Respondent's expert would be rather conservative in its computations.  As there are no details of what those computations are and no details given as the breakdown of the damages,  I would find that it would be somewhere between $1.5 mill to $2 mill.  /  / As regard the apportionment of the parties' legal costs, the considerations are the reasonable conduct of the parties' counsel and that the claimant has succeeded on both liability but awarded less than the quantum it sought in damages, I would not award it full costs but a substantial part of the costs. Again in the absence of more details, the apportionment is made based on assumptions.",1,1,0,0,1,0,0,0,0,1,Private,Bachelor's,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,487,3,Respondent,Parties,3,1,0,0,0
R_1pAQJpFRHkTeggN,10/27/2015 13:36,10/27/2015 13:49,1,Blind,a middle income economy,a low income economy,Claimant without legal merit,0,.,Fortune 500 company,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,The losing party should pay all costs and the reasonable expenses of the other party.,1,2034040,100,0,0,0,1,0,NA,NA,NA,NA,NA,The parties agreed on damages beforehand.  Fairness would dictate that the losing party pays costs and the reasonable expenses on winning party. /,1,0,1,1,1,0,1,0,0,0,Private,JD,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,488,2,Respondent,Blind,4,0,1,0,1
R_1pA4kXRs86aG00L,10/27/2015 12:39,10/27/2015 12:45,1,Respondent,a middle income economy,a middle income economy,Respondent wins,1,by the respondent.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,1,0,0,0,0,0,0,0,0,1,NA,1,2000000,100,NA,NA,NA,NA,NA,1,0,0,0,0,NA,1,1,0,0,0,1,1,0,0,0,Private,NA,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,489,1,Respondent,Appointed by Winner,5,0,0,1,1
R_1P1AYkZQWJkoSdm,10/27/2015 16:49,10/27/2015 17:00,1,Blind,a middle income economy,a low income economy,Outside jurisdiction,0,.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,I really need more facts. But I have assumed that the respondent raised the issue that there was a lack of jurisdiction etc,1,2034040,100,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,0,0,Private,Bachelor's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,490,1,Respondent,Blind,5,0,0,1,1
R_1OYL6MNYJBzwJWT,10/26/2015 7:26,10/26/2015 7:32,1,Blind,a middle income economy,a middle income economy,Claimant wins,0,.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,100,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,2034040,100,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,0,0,0,Private,Master's,1,0,1,1,0,Investor-State Vignette|Investor-Investor Vignette,491,1,Claimant,Blind,1,0,0,0,0
R_1ovDJj0uevXIt8w,10/23/2015 17:36,10/23/2015 17:49,1,Parties,a middle income economy,a low income economy,Claimant without legal merit,1,by the parties.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,1,0,0,0,0,0,0,0,0,1,"If the claim is manifestly without merit,  the respondent ought not incur any cost as a result of of the claim being made.",1,2530703,70,NA,NA,NA,NA,NA,0,1,0,0,0,"The costs ought to be apportioned as a function of the extent to which each party prevails. A fundamental question is whether the respondent had breached a contract, another what he damages amounted to. Since the former was resolved in favor or the claimant and the latter in the middle, it seems fair to allocate a somewhat greater portion than 50% of the costs to the respondent.",1,1,0,0,0,1,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,492,1,Respondent,Parties,5,0,0,1,1
R_1OOiqJeYudXZ3HB,10/29/2015 16:55,10/29/2015 17:02,1,Respondent,a high income economy,a low income economy,Respondent wins,1,by the respondent.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,9,1,0,0,0,0,0,0,0,0,1,NA,1,4002100,81,NA,NA,NA,NA,NA,0,1,0,0,0,"Claimant shall be entirely reimbursed for its expenses. However, often Claimant may have an alternative way other than Arbitration and so saved Money.",1,0,1,0,0,1,1,0,0,0,Private,NA,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,494,1,Respondent,Appointed by Winner,5,0,0,1,1
